,0,1,2,3,4
99,14.01491,11.21193,14.01491,14.01491,8.40895
100,3.73409,2.98727,3.73409,3.73409,2.24045
101,9.59580,7.67664,9.59580,9.59580,5.75748
102,12.98013,10.38410,12.98013,12.98013,7.78808
103,13.48894,10.79116,13.48894,13.48894,8.09337
104,12.24313,9.79451,12.24313,12.24313,7.34588
105,11.53246,9.22597,11.53246,11.53246,6.91948
106,12.91169,10.32936,12.91169,12.91169,7.74702
107,15.85916,12.68733,15.85916,15.85916,9.51550
108,18.30317,14.64254,18.30317,18.30317,10.98190
109,18.55478,14.84383,18.55478,18.55478,11.13287
110,4.88939,3.91152,4.88939,4.88939,2.93364
111,6.30436,5.04349,6.30436,6.30436,3.78261
112,8.26807,6.61446,8.26807,8.26807,4.96084
113,11.68852,9.35081,11.68852,11.68852,7.01311
114,15.00964,12.00771,15.00964,15.00964,9.00578
115,16.32239,13.05791,16.32239,16.32239,9.79343
116,15.32120,12.25696,15.32120,15.32120,9.19272
117,13.67296,10.93837,13.67296,13.67296,8.20378
118,13.53124,10.82499,13.53124,13.53124,8.11875
119,15.58442,12.46753,15.58442,15.58442,9.35065
120,6.45153,5.16122,6.45153,6.45153,3.87092
121,10.96277,8.77022,10.96277,10.96277,6.57766
122,11.73984,9.39188,11.73984,11.73984,7.04391
123,10.78171,8.62537,10.78171,10.78171,6.46903
124,10.55797,8.44638,10.55797,10.55797,6.33478
125,12.41870,9.93496,12.41870,12.41870,7.45122
126,15.55453,12.44362,15.55453,15.55453,9.33272
127,17.82878,14.26303,17.82878,17.82878,10.69727
128,17.78872,14.23097,17.78872,17.78872,10.67323
129,16.02924,12.82339,16.02924,16.02924,9.61755
130,2.67474,2.13979,2.67474,2.67474,1.60484
131,6.43673,5.14938,6.43673,6.43673,3.86204
132,10.62577,8.50062,10.62577,10.62577,6.37546
133,14.10389,11.28311,14.10389,14.10389,8.46233
134,15.26200,12.20960,15.26200,15.26200,9.15720
135,14.17972,11.34378,14.17972,14.17972,8.50783
136,12.75347,10.20277,12.75347,12.75347,7.65208
137,13.04092,10.43274,13.04092,13.04092,7.82455
138,15.41599,12.33279,15.41599,15.41599,9.24960
139,18.25313,14.60250,18.25313,18.25313,10.95188
140,7.45060,5.96048,7.45060,7.45060,4.47036
141,9.37366,7.49893,9.37366,9.37366,5.62420
142,9.02357,7.21886,9.02357,9.02357,5.41414
143,9.43561,7.54849,9.43561,9.43561,5.66137
144,11.81964,9.45571,11.81964,11.81964,7.09178
145,15.12816,12.10253,15.12816,15.12816,9.07690
146,17.22072,13.77658,17.22072,17.22072,10.33243
147,16.91982,13.53585,16.91982,16.91982,10.15189
148,15.14029,12.11223,15.14029,15.14029,9.08417
149,14.07630,11.26104,14.07630,14.07630,8.44578
150,3.21281,2.57025,3.21281,3.21281,1.92769
151,8.97111,7.17689,8.97111,8.97111,5.38267
152,12.82636,10.26109,12.82636,12.82636,7.69582
153,13.94747,11.15798,13.94747,13.94747,8.36848
154,12.89239,10.31391,12.89239,12.89239,7.73543
155,11.77552,9.42041,11.77552,11.77552,7.06531
156,12.52509,10.02007,12.52509,12.52509,7.51505
157,15.19834,12.15867,15.19834,15.19834,9.11900
158,17.97568,14.38055,17.97568,17.97568,10.78541
159,18.86173,15.08938,18.86173,18.86173,11.31704
160,5.54856,4.43885,5.54856,5.54856,3.32914
161,6.70972,5.36777,6.70972,6.70972,4.02583
162,8.04694,6.43755,8.04694,8.04694,4.82816
163,11.04420,8.83536,11.04420,11.04420,6.62652
164,14.53452,11.62762,14.53452,14.53452,8.72071
165,16.45329,13.16263,16.45329,16.45329,9.87197
166,15.93778,12.75022,15.93778,15.93778,9.56267
167,14.20833,11.36667,14.20833,14.20833,8.52500
168,13.49319,10.79455,13.49319,13.49319,8.09591
169,15.00793,12.00634,15.00793,15.00793,9.00476
170,5.86662,4.69330,5.86662,5.86662,3.51997
171,10.90721,8.72577,10.90721,10.90721,6.54433
172,12.26471,9.81177,12.26471,12.26471,7.35883
173,11.40445,9.12356,11.40445,11.40445,6.84267
174,10.70604,8.56483,10.70604,10.70604,6.42362
175,11.95596,9.56477,11.95596,11.95596,7.17358
176,14.90643,11.92515,14.90643,14.90643,8.94386
177,17.59118,14.07295,17.59118,17.59118,10.55471
178,18.18006,14.54405,18.18006,18.18006,10.90804
179,16.68973,13.35179,16.68973,16.68973,10.01384
180,2.99712,2.39770,2.99712,2.99712,1.79827
181,6.12461,4.89969,6.12461,6.12461,3.67476
182,9.96611,7.97289,9.96611,9.96611,5.97967
183,13.70317,10.96254,13.70317,13.70317,8.22190
184,15.48865,12.39092,15.48865,15.48865,9.29319
185,14.82535,11.86028,14.82535,14.82535,8.89521
186,13.22449,10.57959,13.22449,13.22449,7.93470
187,12.90428,10.32342,12.90428,12.90428,7.74257
188,14.79731,11.83785,14.79731,14.79731,8.87839
189,17.72122,14.17698,17.72122,17.72122,10.63273
190,7.49450,5.99560,7.49450,7.49450,4.49670
191,9.95301,7.96241,9.95301,9.95301,5.97180
192,9.60572,7.68457,9.60572,9.60572,5.76343
193,9.48533,7.58826,9.48533,9.48533,5.69120
194,11.29122,9.03298,11.29122,11.29122,6.77473
195,14.50743,11.60595,14.50743,14.50743,8.70446
196,17.07838,13.66270,17.07838,17.07838,10.24703
197,17.38672,13.90938,17.38672,17.38672,10.43203
198,15.78718,12.62974,15.78718,15.78718,9.47231
199,14.30843,11.44674,14.30843,14.30843,8.58506
200,2.81676,2.25341,2.81676,2.81676,1.69005
201,8.31101,6.64881,8.31101,8.31101,4.98661
202,12.50911,10.00729,12.50911,12.50911,7.50546
203,14.26475,11.41180,14.26475,14.26475,8.55885
204,13.55249,10.84199,13.55249,13.55249,8.13149
205,12.17155,9.73724,12.17155,12.17155,7.30293
206,12.29295,9.83436,12.29295,12.29295,7.37577
207,14.55145,11.64116,14.55145,14.55145,8.73087
208,17.50879,14.00703,17.50879,17.50879,10.50528
209,19.00409,15.20327,19.00409,19.00409,11.40246
210,6.16930,4.93544,6.16930,6.16930,3.70158
211,7.23812,5.79049,7.23812,7.23812,4.34287
212,7.99719,6.39776,7.99719,7.99719,4.79832
213,10.46205,8.36964,10.46205,10.46205,6.27723
214,13.95519,11.16415,13.95519,13.95519,8.37311
215,16.40941,13.12753,16.40941,16.40941,9.84565
216,16.46970,13.17576,16.46970,16.46970,9.88182
217,14.82700,11.86160,14.82700,14.82700,8.89620
218,13.62981,10.90385,13.62981,13.62981,8.17789
219,14.53689,11.62951,14.53689,14.53689,8.72213
220,5.22100,4.17680,5.22100,5.22100,3.13260
221,10.68058,8.54447,10.68058,10.68058,6.40835
222,12.66544,10.13235,12.66544,12.66544,7.59926
223,12.06411,9.65128,12.06411,12.06411,7.23846
224,11.01814,8.81451,11.01814,11.01814,6.61088
225,11.63356,9.30685,11.63356,11.63356,6.98014
226,14.24594,11.39675,14.24594,14.24594,8.54757
227,17.19985,13.75988,17.19985,17.19985,10.31991
228,18.41768,14.73414,18.41768,18.41768,11.05061
229,17.33783,13.87027,17.33783,17.33783,10.40270
230,3.45984,2.76787,3.45984,3.45984,2.07590
231,5.97653,4.78122,5.97653,5.97653,3.58592
232,9.34337,7.47470,9.34337,9.34337,5.60602
233,13.17832,10.54266,13.17832,13.17832,7.90699
234,15.54423,12.43539,15.54423,15.54423,9.32654
235,15.41026,12.32821,15.41026,15.41026,9.24616
236,13.80097,11.04078,13.80097,13.80097,8.28058
237,12.94231,10.35385,12.94231,12.94231,7.76539
238,14.26193,11.40955,14.26193,14.26193,8.55716
239,17.10465,13.68372,17.10465,17.10465,10.26279
